"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Ellsworth County, KS"	"20053"	108	29976	360.3	247.2
	"Finney County, KS"	"20055"	305	180103	169.3	194.4
	"Ford County, KS"	"20057"	364	165798	219.5	252.5
	"Franklin County, KS"	"20059"	425	125764	337.9	264.7
	"Geary County, KS"	"20061"	365	164077	222.5	335.6
	"Gove County, KS"	"20063"	34	12435	273.4	165.1
	"Graham County, KS"	"20065"	36	11877	303.1	139.2
	"Grant County, KS"	"20067"	105	36134	290.6	278.7
	"Gray County, KS"	"20069"	57	29266	194.8	174.3
	"Greeley County, KS"	"20071"	32	5902	542.2	377.3
	"Greenwood County, KS"	"20073"	129	29086	443.5	274.8
	"Hamilton County, KS"	"20075"	27	12589	214.5	205.9
	"Harper County, KS"	"20077"	118	26497	445.3	283.9
	"Harvey County, KS"	"20079"	493	166358	296.3	221.4
	"Haskell County, KS"	"20081"	51	19580	260.5	253.5
	"Hodgeman County, KS"	"20083"	41	8774	467.3	271.8
	"Jackson County, KS"	"20085"	199	64794	307.1	219.2
	"Jefferson County, KS"	"20087"	277	92765	298.6	206.4
	"Jewell County, KS"	"20089"	48	13573	353.6	168.1
	"Johnson County, KS"	"20091"	4602	2925553	157.3	148.8
	"Kearny County, KS"	"20093"	45	18984	237.0	202.0
	"Kingman County, KS"	"20095"	239	34977	683.3	455.1
	"Kiowa County, KS"	"20097"	34	11952	284.5	205.9
	"Labette County, KS"	"20099"	438	96974	451.7	330.8
	"Lane County, KS"	"20101"	39	7551	516.5	309.1
	"Leavenworth County, KS"	"20103"	997	400100	249.2	224.1
	"Lincoln County, KS"	"20105"	55	14366	382.8	233.4
	"Linn County, KS"	"20107"	198	47075	420.6	264.7
	"Logan County, KS"	"20109"	40	13483	296.7	195.7
	"Lyon County, KS"	"20111"	413	162615	254.0	232.6
	"McPherson County, KS"	"20113"	420	137610	305.2	222.1
	"Marion County, KS"	"20115"	228	57017	399.9	254.9
	"Marshall County, KS"	"20117"	151	46711	323.3	204.1
	"Meade County, KS"	"20119"	66	19937	331.0	269.2
	"Miami County, KS"	"20121"	425	164913	257.7	203.6
	"Mitchell County, KS"	"20123"	104	29101	357.4	222.4
	"Montgomery County, KS"	"20125"	764	156212	489.1	348.4
	"Morris County, KS"	"20127"	112	26558	421.7	256.8
	"Morton County, KS"	"20129"	55	12831	428.6	302.4
	"Nemaha County, KS"	"20131"	133	48537	274.0	196.9
	"Neosho County, KS"	"20133"	278	77594	358.3	256.3
	"Ness County, KS"	"20135"	54	13484	400.5	244.5
	"Norton County, KS"	"20137"	80	25996	307.7	215.1
	"Osage County, KS"	"20139"	287	77265	371.4	256.9
	"Osborne County, KS"	"20141"	70	16713	418.8	245.6
	"Ottawa County, KS"	"20143"	89	28345	314.0	209.7
	"Pawnee County, KS"	"20145"	130	31651	410.7	265.8
	"Phillips County, KS"	"20147"	87	25588	340.0	212.2
	"Pottawatomie County, KS"	"20149"	242	118592	204.1	195.8
	"Pratt County, KS"	"20151"	139	45044	308.6	227.5
	"Rawlins County, KS"	"20153"	48	11991	400.3	193.8
	"Reno County, KS"	"20155"	1038	301801	343.9	248.4
	"Republic County, KS"	"20157"	83	21903	378.9	232.1
	"Rice County, KS"	"20159"	166	46563	356.5	258.9
	"Riley County, KS"	"20161"	454	363247	125.0	183.6
	"Rooks County, KS"	"20163"	79	23984	329.4	204.4
	"Rush County, KS"	"20165"	67	14510	461.8	278.5
	"Russell County, KS"	"20167"	146	32960	443.0	278.9
	"Saline County, KS"	"20169"	791	265268	298.2	231.6
	"Scott County, KS"	"20171"	65	23665	274.7	195.6
	"Sedgwick County, KS"	"20173"	6568	2527464	259.9	239.2
	"Seward County, KS"	"20175"	193	107623	179.3	223.3
	"Shawnee County, KS"	"20177"	2741	865031	316.9	245.5
	"Sheridan County, KS"	"20179"	36	12003	299.9	196.5
	"Sherman County, KS"	"20181"	98	28629	342.3	247.6
	"Smith County, KS"	"20183"	67	16984	394.5	210.6
	"Stafford County, KS"	"20185"	83	19921	416.6	277.4
	"Stanton County, KS"	"20187"	21	9780	214.7	175.8
	"Stevens County, KS"	"20189"	63	26854	234.6	207.2
	"Sumner County, KS"	"20191"	383	111722	342.8	259.1
	"Thomas County, KS"	"20193"	110	37718	291.6	235.5
	"Trego County, KS"	"20195"	68	13485	504.3	291.3
	"Wabaunsee County, KS"	"20197"	101	33698	299.7	202.3
	"Wallace County, KS"	"20199"	19	7206	Unreliable	Unreliable
	"Washington County, KS"	"20201"	82	26032	315.0	196.3
	"Wichita County, KS"	"20203"	33	10162	324.7	231.5
	"Wilson County, KS"	"20205"	161	41707	386.0	259.9
	"Woodson County, KS"	"20207"	71	15015	472.9	295.9
	"Wyandotte County, KS"	"20209"	2130	812730	262.1	268.4
	"Adair County, KY"	"21001"	348	94837	366.9	276.8
	"Allen County, KY"	"21003"	418	103703	403.1	306.8
	"Anderson County, KY"	"21005"	373	111080	335.8	277.4
	"Ballard County, KY"	"21007"	172	38716	444.3	296.5
	"Barren County, KY"	"21009"	850	215748	394.0	299.0
	"Bath County, KY"	"21011"	279	60955	457.7	364.6
	"Bell County, KY"	"21013"	816	129348	630.9	451.5
	"Boone County, KY"	"21015"	1376	651307	211.3	199.1
	"Bourbon County, KY"	"21017"	378	97583	387.4	281.2
	"Boyd County, KY"	"21019"	976	231032	422.5	300.2
	"Boyle County, KY"	"21021"	512	146376	349.8	259.3
	"Bracken County, KY"	"21023"	130	40835	318.4	242.9
	"Breathitt County, KY"	"21025"	419	63189	663.1	516.8
	"Breckinridge County, KY"	"21027"	422	99621	423.6	294.1
	"Bullitt County, KY"	"21029"	988	398974	247.6	202.3
	"Butler County, KY"	"21031"	293	62743	467.0	345.6
	"Caldwell County, KY"	"21033"	287	61660	465.5	321.1
	"Calloway County, KY"	"21035"	621	190971	325.2	262.3
	"Campbell County, KY"	"21037"	1155	456564	253.0	213.1
	"Carlisle County, KY"	"21039"	103	23227	443.4	308.9
	"Carroll County, KY"	"21041"	216	52532	411.2	336.5
	"Carter County, KY"	"21043"	521	132131	394.3	291.2
	"Casey County, KY"	"21045"	322	77937	413.2	297.8
	"Christian County, KY"	"21047"	1050	350605	299.5	327.3
	"Clark County, KY"	"21049"	711	177337	400.9	305.3
	"Clay County, KY"	"21051"	520	99435	523.0	441.2
	"Clinton County, KY"	"21053"	203	50129	405.0	276.9
	"Crittenden County, KY"	"21055"	236	43870	538.0	365.2
	"Cumberland County, KY"	"21057"	141	32456	434.4	268.9
	"Daviess County, KY"	"21059"	1369	493487	277.4	224.4
	"Edmonson County, KY"	"21061"	248	59666	415.6	277.7
	"Elliott County, KY"	"21063"	128	36746	348.3	249.4
	"Estill County, KY"	"21065"	324	69954	463.2	334.5
	"Fayette County, KY"	"21067"	3137	1586479	197.7	194.4
	"Fleming County, KY"	"21069"	310	71401	434.2	330.3
	"Floyd County, KY"	"21071"	1007	176942	569.1	426.2
	"Franklin County, KY"	"21073"	871	249117	349.6	265.8
	"Fulton County, KY"	"21075"	156	29733	524.7	366.5
	"Gallatin County, KY"	"21077"	163	43428	375.3	338.2
	"Garrard County, KY"	"21079"	298	86071	346.2	255.8
	"Grant County, KY"	"21081"	463	124092	373.1	332.5
	"Graves County, KY"	"21083"	737	181598	405.8	297.8
	"Grayson County, KY"	"21085"	526	129640	405.7	310.2
	"Green County, KY"	"21087"	237	53859	440.0	297.1
	"Greenup County, KY"	"21089"	688	172439	399.0	266.7
	"Hancock County, KY"	"21091"	126	43117	292.2	236.4
	"Hardin County, KY"	"21093"	1422	539465	263.6	241.5
	"Harlan County, KY"	"21095"	836	129376	646.2	474.2
	"Harrison County, KY"	"21097"	394	92194	427.4	319.5
	"Hart County, KY"	"21099"	351	92748	378.4	299.1
	"Henderson County, KY"	"21101"	853	223113	382.3	293.8
	"Henry County, KY"	"21103"	288	78830	365.3	278.8
	"Hickman County, KY"	"21105"	114	21475	530.8	325.3
	"Hopkins County, KY"	"21107"	994	221305	449.2	332.9
	"Jackson County, KY"	"21109"	310	66002	469.7	351.1
	"Jefferson County, KY"	"21111"	10029	3761728	266.6	223.3
	"Jessamine County, KY"	"21113"	631	262718	240.2	213.9
	"Johnson County, KY"	"21115"	593	110290	537.7	399.0
	"Kenton County, KY"	"21117"	2073	817969	253.4	230.1
	"Knott County, KY"	"21119"	391	74032	528.1	386.1
	"Knox County, KY"	"21121"	772	153727	502.2	387.3
	"Larue County, KY"	"21123"	253	69908	361.9	264.6
	"Laurel County, KY"	"21125"	1180	298579	395.2	314.5
	"Lawrence County, KY"	"21127"	336	76780	437.6	333.0
	"Lee County, KY"	"21129"	190	34357	553.0	416.9
	"Leslie County, KY"	"21131"	281	49645	566.0	398.1
	"Letcher County, KY"	"21133"	608	108004	562.9	395.4
	"Lewis County, KY"	"21135"	330	65378	504.8	364.8
	"Lincoln County, KY"	"21137"	527	120118	438.7	324.3
	"Livingston County, KY"	"21139"	201	45024	446.4	273.4
	"Logan County, KY"	"21141"	535	132391	404.1	304.7
	"Lyon County, KY"	"21143"	187	39444	474.1	269.6
	"McCracken County, KY"	"21145"	1129	318245	354.8	257.6
	"McCreary County, KY"	"21147"	448	85598	523.4	422.5
	"McLean County, KY"	"21149"	189	45199	418.2	301.4
	"Madison County, KY"	"21151"	908	453518	200.2	193.0
	"Magoffin County, KY"	"21153"	306	60869	502.7	393.4
	"Marion County, KY"	"21155"	315	94452	333.5	272.2
	"Marshall County, KY"	"21157"	564	152474	369.9	238.0
	"Martin County, KY"	"21159"	243	56050	433.5	353.7
	"Mason County, KY"	"21161"	338	84017	402.3	302.3
	"Meade County, KY"	"21163"	423	140340	301.4	257.9
	"Menifee County, KY"	"21165"	145	31691	457.5	304.0
	"Mercer County, KY"	"21167"	415	106430	389.9	279.6
	"Metcalfe County, KY"	"21169"	246	49305	498.9	347.5
	"Monroe County, KY"	"21171"	293	52295	560.3	388.0
	"Montgomery County, KY"	"21173"	563	137863	408.4	333.9
	"Morgan County, KY"	"21175"	220	65160	337.6	277.6
	"Muhlenberg County, KY"	"21177"	617	150440	410.1	297.2
	"Nelson County, KY"	"21179"	705	226285	311.6	263.1
	"Nicholas County, KY"	"21181"	150	35216	425.9	337.7
	"Ohio County, KY"	"21183"	492	118169	416.4	318.6
	"Oldham County, KY"	"21185"	568	328421	172.9	165.1
	"Owen County, KY"	"21187"	191	53303	358.3	254.4
	"Owsley County, KY"	"21189"	115	21675	530.6	375.3
	"Pendleton County, KY"	"21191"	252	71644	351.7	287.9
	"Perry County, KY"	"21193"	866	129192	670.3	523.5
	"Pike County, KY"	"21195"	1256	287231	437.3	320.1
	"Powell County, KY"	"21197"	309	60925	507.2	420.3
	"Pulaski County, KY"	"21199"	1390	317718	437.5	315.7
	"Robertson County, KY"	"21201"	54	10313	523.6	324.1
	"Rockcastle County, KY"	"21203"	311	82361	377.6	284.5
	"Rowan County, KY"	"21205"	373	120938	308.4	289.0
	"Russell County, KY"	"21207"	436	87166	500.2	352.3
	"Scott County, KY"	"21209"	734	277308	264.7	274.1
	"Shelby County, KY"	"21211"	525	237399	221.1	190.2
	"Simpson County, KY"	"21213"	365	90387	403.8	321.4
	"Spencer County, KY"	"21215"	215	93442	230.1	207.3
	"Taylor County, KY"	"21217"	469	125400	374.0	288.5
	"Todd County, KY"	"21219"	231	60494	381.9	321.9
	"Trigg County, KY"	"21221"	303	71391	424.4	272.6
	"Trimble County, KY"	"21223"	164	41935	391.1	303.7
	"Union County, KY"	"21225"	247	71656	344.7	280.3
	"Warren County, KY"	"21227"	1752	643388	272.3	274.8
	"Washington County, KY"	"21229"	198	59257	334.1	248.5
	"Wayne County, KY"	"21231"	428	100234	427.0	291.1
	"Webster County, KY"	"21233"	281	64006	439.0	330.7
	"Whitley County, KY"	"21235"	929	178424	520.7	434.5
	"Wolfe County, KY"	"21237"	193	35249	547.5	406.6
	"Woodford County, KY"	"21239"	362	130116	278.2	209.2
	"Acadia Parish, LA"	"22001"	1023	305740	334.6	284.5
	"Allen Parish, LA"	"22003"	413	125782	328.3	283.3
	"Ascension Parish, LA"	"22005"	1123	618155	181.7	188.3
	"Assumption Parish, LA"	"22007"	364	108686	334.9	249.6
	"Avoyelles Parish, LA"	"22009"	811	198547	408.5	328.9
	"Beauregard Parish, LA"	"22011"	595	183652	324.0	272.1
	"Bienville Parish, LA"	"22013"	269	64984	413.9	293.0
	"Bossier Parish, LA"	"22015"	1718	624673	275.0	251.2
	"Caddo Parish, LA"	"22017"	4783	1189323	402.2	329.4
	"Calcasieu Parish, LA"	"22019"	2795	996733	280.4	246.8
	"Caldwell Parish, LA"	"22021"	159	48841	325.5	251.8
	"Cameron Parish, LA"	"22023"	73	34138	213.8	168.4
	"Catahoula Parish, LA"	"22025"	201	47248	425.4	341.6
	"Claiborne Parish, LA"	"22027"	307	77252	397.4	286.0
	"Concordia Parish, LA"	"22029"	364	95525	381.1	305.9
	"De Soto Parish, LA"	"22031"	524	134336	390.1	302.5
	"East Baton Rouge Parish, LA"	"22033"	4967	2178409	228.0	216.5
	"East Carroll Parish, LA"	"22035"	122	34310	355.6	310.5
	"East Feliciana Parish, LA"	"22037"	418	94959	440.2	322.0
	"Evangeline Parish, LA"	"22039"	659	164885	399.7	339.4
	"Franklin Parish, LA"	"22041"	272	98199	277.0	213.3
	"Grant Parish, LA"	"22043"	421	110226	381.9	330.7
	"Iberia Parish, LA"	"22045"	1221	349609	349.2	301.5
	"Iberville Parish, LA"	"22047"	554	160314	345.6	284.3
	"Jackson Parish, LA"	"22049"	274	76918	356.2	249.2
	"Jefferson Parish, LA"	"22051"	5665	2128354	266.2	212.3
	"Jefferson Davis Parish, LA"	"22053"	543	153964	352.7	287.0
	"Lafayette Parish, LA"	"22055"	2889	1199225	240.9	234.0
	"Lafourche Parish, LA"	"22057"	1261	481140	262.1	221.9
	"LaSalle Parish, LA"	"22059"	265	73446	360.8	287.6
	"Lincoln Parish, LA"	"22061"	575	231612	248.3	253.1
	"Livingston Parish, LA"	"22063"	1416	694842	203.8	193.1
	"Madison Parish, LA"	"22065"	201	54619	368.0	337.8
	"Morehouse Parish, LA"	"22067"	685	123263	555.7	422.7
	"Natchitoches Parish, LA"	"22069"	722	188957	382.1	325.6
	"Orleans Parish, LA"	"22071"	4699	1922523	244.4	217.2
	"Ouachita Parish, LA"	"22073"	2840	759424	374.0	335.6
	"Plaquemines Parish, LA"	"22075"	230	114752	200.4	182.3
	"Pointe Coupee Parish, LA"	"22077"	388	107107	362.3	254.6
	"Rapides Parish, LA"	"22079"	2093	640419	326.8	271.3
	"Red River Parish, LA"	"22081"	175	41393	422.8	318.7
	"Richland Parish, LA"	"22083"	315	99232	317.4	251.8
	"Sabine Parish, LA"	"22085"	438	116963	374.5	261.8
	"St. Bernard Parish, LA"	"22087"	529	230676	229.3	240.9
	"St. Charles Parish, LA"	"22089"	558	261087	213.7	196.8
	"St. Helena Parish, LA"	"22091"	214	50317	425.3	297.6
	"St. James Parish, LA"	"22093"	325	103919	312.7	243.7
	"St. John the Baptist Parish, LA"	"22095"	579	212714	272.2	241.4
	"St. Landry Parish, LA"	"22097"	1650	406282	406.1	344.4
	"St. Martin Parish, LA"	"22099"	701	264148	265.4	227.3
	"St. Mary Parish, LA"	"22101"	946	245826	384.8	307.7
	"St. Tammany Parish, LA"	"22103"	2771	1269765	218.2	174.4
	"Tangipahoa Parish, LA"	"22105"	2110	659430	320.0	291.1
	"Tensas Parish, LA"	"22107"	65	21539	301.8	190.9
	"Terrebonne Parish, LA"	"22109"	1579	548429	287.9	256.3
	"Union Parish, LA"	"22111"	493	109022	452.2	315.9
	"Vermilion Parish, LA"	"22113"	917	293330	312.6	262.0
	"Vernon Parish, LA"	"22115"	704	242568	290.2	306.0
	"Washington Parish, LA"	"22117"	890	227075	391.9	298.3
	"Webster Parish, LA"	"22119"	975	189497	514.5	364.7
	"West Baton Rouge Parish, LA"	"22121"	353	129747	272.1	249.2
	"West Carroll Parish, LA"	"22123"	194	53383	363.4	258.5
	"West Feliciana Parish, LA"	"22125"	199	75898	262.2	214.3
	"Winn Parish, LA"	"22127"	315	68995	456.6	334.2
	"Androscoggin County, ME"	"23001"	1599	527525	303.1	234.9
	"Aroostook County, ME"	"23003"	1206	325987	370.0	224.0
	"Cumberland County, ME"	"23005"	3008	1436353	209.4	158.0
	"Franklin County, ME"	"23007"	464	146615	316.5	202.8
	"Hancock County, ME"	"23009"	779	266260	292.6	177.6
	"Kennebec County, ME"	"23011"	1764	595110	296.4	212.6
	"Knox County, ME"	"23013"	561	192873	290.9	175.5
	"Lincoln County, ME"	"23015"	490	166676	294.0	161.5
	"Oxford County, ME"	"23017"	941	281269	334.6	220.4
	"Penobscot County, ME"	"23019"	2119	740911	286.0	211.6
	"Piscataquis County, ME"	"23021"	310	81696	379.5	212.1
	"Sagadahoc County, ME"	"23023"	493	173928	283.5	177.6
	"Somerset County, ME"	"23025"	919	247846	370.8	245.4
	"Waldo County, ME"	"23027"	597	194264	307.3	201.2
	"Washington County, ME"	"23029"	581	153444	378.6	222.7
	"York County, ME"	"23031"	2508	1003524	249.9	174.2
	"Allegany County, MD"	"24001"	1309	345630	378.7	263.4
	"Anne Arundel County, MD"	"24003"	6127	2831913	216.4	191.5
	"Baltimore County, MD"	"24005"	11155	4033063	276.6	226.3
	"Calvert County, MD"	"24009"	981	452415	216.8	190.3
	"Caroline County, MD"	"24011"	511	163189	313.1	252.0
	"Carroll County, MD"	"24013"	2093	823707	254.1	199.2
	"Cecil County, MD"	"24015"	1646	506516	325.0	270.5
	"Charles County, MD"	"24017"	1811	796499	227.4	224.4
	"Dorchester County, MD"	"24019"	600	155956	384.7	263.5
	"Frederick County, MD"	"24021"	2479	1256360	197.3	180.1
	"Garrett County, MD"	"24023"	589	141864	415.2	260.8
	"Harford County, MD"	"24025"	3196	1246533	256.4	207.9
	"Howard County, MD"	"24027"	2083	1591802	130.9	123.1
	"Kent County, MD"	"24029"	345	93561	368.7	210.8
	"Montgomery County, MD"	"24031"	7124	5137256	138.7	121.8
	"Prince George's County, MD"	"24033"	10418	4489351	232.1	220.1
	"Queen Anne's County, MD"	"24035"	596	245628	242.6	171.6
	"St. Mary's County, MD"	"24037"	1311	557966	235.0	226.4
	"Somerset County, MD"	"24039"	482	125979	382.6	319.9
	"Talbot County, MD"	"24041"	539	177868	303.0	161.4
	"Washington County, MD"	"24043"	2425	736147	329.4	260.7
	"Wicomico County, MD"	"24045"	1647	506403	325.2	284.3
	"Worcester County, MD"	"24047"	942	251632	374.4	205.2
	"Baltimore city, MD"	"24510"	10347	2955830	350.1	323.6
	"Barnstable County, MA"	"25001"	2793	1024357	272.7	138.2
	"Berkshire County, MA"	"25003"	1672	607609	275.2	174.6
	"Bristol County, MA"	"25005"	6190	2747153	225.3	181.8
	"Dukes County, MA"	"25007"	151	84592	178.5	112.3
	"Essex County, MA"	"25009"	7238	3839532	188.5	152.9
	"Franklin County, MA"	"25011"	838	343521	243.9	165.0
	"Hampden County, MA"	"25013"	4993	2281119	218.9	182.2
	"Hampshire County, MA"	"25015"	1324	789304	167.7	143.1
	"Middlesex County, MA"	"25017"	11427	7851871	145.5	128.6
	"Nantucket County, MA"	"25019"	76	55268	137.5	127.8
	"Norfolk County, MA"	"25021"	5514	3427302	160.9	130.3
	"Plymouth County, MA"	"25023"	5202	2534881	205.2	154.9
	"Suffolk County, MA"	"25025"	5473	3928899	139.3	151.2
	"Worcester County, MA"	"25027"	8077	4047375	199.6	171.4
	"Alcona County, MI"	"26001"	282	50153	562.3	240.1
	"Alger County, MI"	"26003"	124	44323	279.8	165.6
	"Allegan County, MI"	"26005"	1458	576206	253.0	204.8
	"Alpena County, MI"	"26007"	582	137682	422.7	254.6
	"Antrim County, MI"	"26009"	360	113201	318.0	172.4
	"Arenac County, MI"	"26011"	342	73135	467.6	263.4
	"Baraga County, MI"	"26013"	148	40569	364.8	236.1
	"Barry County, MI"	"26015"	816	299252	272.7	200.6
	"Bay County, MI"	"26017"	2037	504549	403.7	277.9
	"Benzie County, MI"	"26019"	311	85862	362.2	200.9
	"Berrien County, MI"	"26021"	2425	748995	323.8	232.2
	"Branch County, MI"	"26023"	695	213266	325.9	238.6
	"Calhoun County, MI"	"26025"	2356	655150	359.6	280.9
	"Cass County, MI"	"26027"	812	252946	321.0	216.6
	"Charlevoix County, MI"	"26029"	356	127278	279.7	171.2
	"Cheboygan County, MI"	"26031"	532	123138	432.0	237.7
	"Chippewa County, MI"	"26033"	526	183459	286.7	214.0
	"Clare County, MI"	"26035"	732	150025	487.9	292.8
	"Clinton County, MI"	"26037"	811	387431	209.3	165.6
	"Crawford County, MI"	"26039"	285	67673	421.1	241.2
	"Delta County, MI"	"26041"	638	173447	367.8	229.8
	"Dickinson County, MI"	"26043"	374	122148	306.2	198.1
	"Eaton County, MI"	"26045"	1454	537136	270.7	204.6
	"Emmet County, MI"	"26047"	466	161914	287.8	185.3
	"Genesee County, MI"	"26049"	7459	1989431	374.9	292.0
	"Gladwin County, MI"	"26051"	596	123243	483.6	269.5
	"Gogebic County, MI"	"26053"	269	70607	381.0	223.1
	"Grand Traverse County, MI"	"26055"	1039	451810	230.0	166.2
	"Gratiot County, MI"	"26057"	656	198328	330.8	259.2
	"Hillsdale County, MI"	"26059"	795	223623	355.5	253.4
	"Houghton County, MI"	"26061"	478	175658	272.1	225.7
	"Huron County, MI"	"26063"	628	150419	417.5	238.6
	"Ingham County, MI"	"26065"	3150	1430472	220.2	220.7
	"Ionia County, MI"	"26067"	787	317310	248.0	219.6
	"Iosco County, MI"	"26069"	663	121679	544.9	281.7
	"Iron County, MI"	"26071"	279	52770	528.7	282.1
	"Isabella County, MI"	"26073"	778	347126	224.1	241.5
	"Jackson County, MI"	"26075"	2571	773883	332.2	257.7
	"Kalamazoo County, MI"	"26077"	2827	1294107	218.5	201.2
	"Kalkaska County, MI"	"26079"	329	87369	376.6	241.0
	"Kent County, MI"	"26081"	6334	3200517	197.9	191.1
	"Keweenaw County, MI"	"26083"	37	10341	357.8	174.5
	"Lake County, MI"	"26085"	299	57446	520.5	263.1
	"Lapeer County, MI"	"26087"	1429	432257	330.6	242.6
	"Leelanau County, MI"	"26089"	258	104457	247.0	120.4
	"Lenawee County, MI"	"26091"	1579	481118	328.2	240.8
	"Livingston County, MI"	"26093"	2125	937125	226.8	176.4
	"Luce County, MI"	"26095"	122	30534	399.6	272.2
	"Mackinac County, MI"	"26097"	208	52333	397.5	205.8
	"Macomb County, MI"	"26099"	12383	4259965	290.7	230.8
	"Manistee County, MI"	"26101"	466	119034	391.5	222.9
	"Marquette County, MI"	"26103"	917	323847	283.2	211.6
	"Mason County, MI"	"26105"	475	141356	336.0	208.9
	"Mecosta County, MI"	"26107"	658	213659	308.0	232.6
	"Menominee County, MI"	"26109"	425	110818	383.5	222.9
	"Midland County, MI"	"26111"	988	405713	243.5	181.6
	"Missaukee County, MI"	"26113"	230	73858	311.4	207.2
	"Monroe County, MI"	"26115"	2291	734167	312.1	234.7
	"Montcalm County, MI"	"26117"	935	311698	300.0	229.7
	"Montmorency County, MI"	"26119"	277	44838	617.8	299.1
	"Muskegon County, MI"	"26121"	2552	850638	300.0	243.1
	"Newaygo County, MI"	"26123"	744	238539	311.9	223.9
	"Oakland County, MI"	"26125"	14884	6127426	242.9	196.6
	"Oceana County, MI"	"26127"	433	129584	334.1	227.3
	"Ogemaw County, MI"	"26129"	517	101934	507.2	275.0
	"Ontonagon County, MI"	"26131"	150	27964	536.4	214.8
	"Osceola County, MI"	"26133"	378	114179	331.1	219.9
	"Oscoda County, MI"	"26135"	232	40344	575.1	310.6
	"Otsego County, MI"	"26137"	436	120146	362.9	247.5
	"Ottawa County, MI"	"26139"	2225	1417802	156.9	141.8
	"Presque Isle County, MI"	"26141"	257	60963	421.6	223.5
	"Roscommon County, MI"	"26143"	668	116048	575.6	265.9
	"Saginaw County, MI"	"26145"	2957	930753	317.7	237.6
	"St. Clair County, MI"	"26147"	2896	779415	371.6	268.9
	"St. Joseph County, MI"	"26149"	995	297993	333.9	254.6
	"Sanilac County, MI"	"26151"	800	200963	398.1	257.6
	"Schoolcraft County, MI"	"26153"	151	39088	386.3	201.4
	"Shiawassee County, MI"	"26155"	1099	334211	328.8	242.4
	"Tuscola County, MI"	"26157"	995	257236	386.8	258.8
	"Van Buren County, MI"	"26159"	1124	369797	304.0	231.4
	"Washtenaw County, MI"	"26161"	3113	1807351	172.2	168.3
	"Wayne County, MI"	"26163"	30443	8566287	355.4	306.8
	"Wexford County, MI"	"26165"	517	163541	316.1	229.3
	"Aitkin County, MN"	"27001"	301	76397	394.0	184.0
	"Anoka County, MN"	"27003"	2875	1742553	165.0	151.4
	"Becker County, MN"	"27005"	426	167010	255.1	174.8
	"Beltrami County, MN"	"27007"	515	229075	224.8	205.3
	"Benton County, MN"	"27009"	394	197326	199.7	194.4
	"Big Stone County, MN"	"27011"	87	23667	367.6	194.9
	"Blue Earth County, MN"	"27013"	526	329462	159.7	161.3
	"Brown County, MN"	"27015"	251	120573	208.2	146.0
	"Carlton County, MN"	"27017"	460	174624	263.4	203.2
	"Carver County, MN"	"27019"	529	509852	103.8	110.9
	"Cass County, MN"	"27021"	444	143961	308.4	189.3
	"Chippewa County, MN"	"27023"	149	57466	259.3	184.1
	"Chisago County, MN"	"27025"	560	274490	204.0	171.5
	"Clay County, MN"	"27027"	532	312536	170.2	172.1
	"Clearwater County, MN"	"27029"	149	43181	345.1	232.8
	"Cook County, MN"	"27031"	67	26175	256.0	148.7
	"Cottonwood County, MN"	"27033"	175	54106	323.4	214.2
	"Crow Wing County, MN"	"27035"	782	315264	248.0	159.8
	"Dakota County, MN"	"27037"	3051	2089345	146.0	135.4
	"Dodge County, MN"	"27039"	207	101896	203.1	185.7
	"Douglas County, MN"	"27041"	436	183290	237.9	151.2
	"Faribault County, MN"	"27043"	251	66008	380.3	233.7
	"Fillmore County, MN"	"27045"	241	101394	237.7	168.1
	"Freeborn County, MN"	"27047"	405	146715	276.0	178.6
	"Goodhue County, MN"	"27049"	579	225192	257.1	183.2
	"Grant County, MN"	"27051"	87	28727	302.9	208.3
	"Hennepin County, MN"	"27053"	9586	6155230	155.7	147.5
	"Houston County, MN"	"27055"	218	90136	241.9	160.3
	"Hubbard County, MN"	"27057"	272	103619	262.5	153.3
	"Isanti County, MN"	"27059"	421	196778	213.9	175.4
	"Itasca County, MN"	"27061"	628	219201	286.5	176.3
	"Jackson County, MN"	"27063"	94	47417	198.2	130.4
	"Kanabec County, MN"	"27065"	182	79102	230.1	153.0
	"Kandiyohi County, MN"	"27067"	419	208145	201.3	153.3
	"Kittson County, MN"	"27069"	69	20450	337.4	191.5
	"Koochiching County, MN"	"27071"	191	59891	318.9	182.5
	"Lac qui Parle County, MN"	"27073"	108	31300	345.0	199.8
	"Lake County, MN"	"27075"	152	51075	297.6	173.8
	"Lake of the Woods County, MN"	"27077"	70	18301	382.5	232.0
	"Le Sueur County, MN"	"27079"	288	138955	207.3	160.6
	"Lincoln County, MN"	"27081"	82	26849	305.4	180.5
	"Lyon County, MN"	"27083"	239	124233	192.4	168.2
	"McLeod County, MN"	"27085"	360	174189	206.7	152.8
	"Mahnomen County, MN"	"27087"	119	26900	442.4	376.2
	"Marshall County, MN"	"27089"	122	44978	271.2	186.6
	"Martin County, MN"	"27091"	259	94201	274.9	173.1
	"Meeker County, MN"	"27093"	283	112558	251.4	177.1
	"Mille Lacs County, MN"	"27095"	370	127122	291.1	219.7
	"Morrison County, MN"	"27097"	356	160916	221.2	160.2
	"Mower County, MN"	"27099"	503	191915	262.1	206.4
	"Murray County, MN"	"27101"	106	39495	268.4	154.8
	"Nicollet County, MN"	"27103"	262	166717	157.2	136.7
